Code Cegid;Historique
APPI;
APS;
ARCELB;
ARCY;"<strong>09/11/2017 JACQUES G</strong>&nbsp;:&nbsp;appel de M. Hay : PSA a validé les corolles VCI : va en recommander 2 000 - souhaite couleur et logo Arcelor - infos diffusées immédaitemment en interne - conserver prix jusqu'au 31/12/2017<br />
<strong>24/08/2017 JACQUES G</strong>&nbsp;:&nbsp;reçu BL émargé : tél M. Hay : corolles arrivées mardi : va faire essais et va nous tenir au courant : aller le voir en sept pour point et photos<br />
<strong>20/07/2017&nbsp;JACQUES G</strong>&nbsp;:&nbsp;tél à Mme Valarcher pour la relancer sur la date de reprise des livraisons : laissé message sur répondeur<br />
<strong>12/07/2017 JACQUES G :</strong> mail à Mme Valarcher pour demander&nbsp;la date de reprise pour livriaison le jour de la reprise<br />
<strong>11/07/2017 JACQUES G</strong>&nbsp;:&nbsp;Mme Valarcher valide le plan : on lance la fabrication, mais délai du 28 juillet pas possible : information de Mme Valarcher par mail<br />
<strong>10/07/2017 JACQUES G</strong>&nbsp;:&nbsp;envoi du plan de Knüppel pour validation et demande d'un envoi d'un échantillon initial pour validation matière, grammage, couleur, propriétés mécaniques : date de livraison décalée à cause de l'EI : demandée<br />
<strong>07/07/2017 JACQUES G</strong>&nbsp;:&nbsp;tél à M. Hay pour lui demander s'il souhaite un échantillon pour validation moyennant un décalage de la date de livraison : répondeur : envoyé mail<br />
<strong>18/04/2017 JACQUES G</strong>&nbsp;:&nbsp;tél à M. Hay : toujours en attente d'un accord de son client : va relancer<br />
<strong>03/04/2017 JACQUES G</strong>&nbsp;:&nbsp;mail de M. Hay pour dire qu'il attend un accord client avant de lancer sa commande qui est prête<br />
<strong>29/03/2017 JACQUES G</strong>&nbsp;:&nbsp;mail à M. Hay pour lui demander quand il compte envoyer sa commande de corolles VCI<br />
<strong>23/03/2017 JACQUESG :</strong> Cécile envoie l'offre CG17-201 pour les corolles 1500 x 1500 mm<br />
<strong>15/03/2017&nbsp;JACQUES G&nbsp;:</strong>&nbsp;tél à M. Hay : attend confirmation prix avec trou de 499 +/- 9 mm et passe sa commande dans la foulée&nbsp;<br />
<strong>13/03/2017 JACQUES G :</strong> Cécile envoie une offre pour les corolles VCI avec un trou au centre : CG 17-201 :&nbsp;mais le trou est trop grand (erreur sur le plan d'Arcelor)<br />
<strong>27/01/2017&nbsp;JACQUES G&nbsp;:</strong>&nbsp;vu Mme Valarcher et M. Hay pour prise en compte de leur souci de corrosion et FAB, voir CRV et FAB<br />
<strong>26/01/2017&nbsp;JACQUES G&nbsp;:</strong>&nbsp;Mme Valarcher OK pour me recevoir le 27/01<br />
<strong>20/01/2017&nbsp;JACQUES G&nbsp;:</strong>&nbsp;Mme Valarcher nous consulte pour un format papier VCI 1500 x 1500 mm avec un trou de 580 mm au milieu : l'appeler lundi et aller la voir pour FAB<br />
<strong>08/07/2008 JACQUES G :</strong> vu M. Haryouli pour présentation Acobal et visite atelier en vue de protéger des coils refendus"
ARCELO;
ARCEL;"<strong>16/03/2017 JEAN-MICHEL B</strong>&nbsp;: acheteuse mme ZINSIUS a quitté le poste prendrte contact avec nouvel acheteur : Denis HONORE<br />
<br />
<strong>16/11/2015&nbsp;JEAN-MICHEL B&nbsp;:</strong>&nbsp;Visite de JMBB sur site, MME Noelie Zinsius remplace M.Monaco au achats voir CR<br />
<br />
16/11/2009 : visite de JGL / Mme Dietrich pour faire le point sur les housses<br />
16/06/2011 : visite JGL / point : veut une offre générique<br />
06/07/2011 : envoi de l'offre générique JGL 11/331 ouvrant la possibilité de passer en commande ouverte<br />
20/06/2013 : tel de JGL pour visite le 27/06 : pas possible proposer une autre date"
ARCELO;"10/03/2009 : M. Lefranc/Bombardier appelle JGL pour demander aide sur pb corrosion de tôles chez Arcelor Denain<BR>23/03/2009 : visite JGL sur site avec présentation vidéo<BR>16/07/2009 : démarrage d'essais de résistance à la corrosion de paquets de tôles protégés par des films plastiques par JV + JGL<BR>18/09/2009&nbsp;: premier contrôle JV + JGL sur toutes les tôles (noires + décapées)<BR>13/07/2010 : passage de JGL pour pointer les résultats corrosion sur paquets de tôles décapées (les autres ont été consommées)"
ARCB;
ARCELH;"<strong>21/02/2017&nbsp;JACQUES G&nbsp;:</STRONG>&nbsp;tél à M. de Santis : a eu de pb de santé, vient de revenir : pas le temps de me recevoir<BR><strong>10/10/2016&nbsp;JACQUES G&nbsp;:</STRONG>&nbsp;tél M. de Santis pour rencontre préparatoire 2017<BR><strong>06/09/2016&nbsp;JACQUES G&nbsp;:</STRONG>&nbsp;mail de réponse de M. de Santis : HZV320F-1620x1160x1800mm + chère que Itec : HZV320F-1250x1050x1800mm et GGV510-laize200mm encore en discussion&nbsp;<BR><strong>05/09/2016&nbsp;JACQUES G&nbsp;:</STRONG>&nbsp;tél M. de Santis : répondeur : envoyé mail<BR><strong>30/08/2016&nbsp;JACQUES G&nbsp;:</STRONG>&nbsp;tél M. de Santis : répondeur<BR><strong>22/08/2016&nbsp;JACQUES G&nbsp;:</STRONG>&nbsp;tél M. de Santis : répondeur - tél M. Cornil : ont repris : va demander à M. de Santis de m'appeler<BR><strong>16/08/2016&nbsp;JACQUES G&nbsp;:</STRONG>&nbsp;tél à M. de Santis pour faire point sur décision pour housses VCI / ACI : laissé message sur boîte vocale<BR><strong>12/07/2016&nbsp;JACQUES G&nbsp;:</STRONG>&nbsp;relancé pour savoir s'il va cder les housses chez Acobal : en congés : rappeler S prochaine<BR><strong>19/05/2016&nbsp;JACQUES G&nbsp;:</STRONG>&nbsp;envoi d'une offre récapitulative avec les 3 postes VCI, arrondis à 2 chiffres après la virgule : JGL 16/424<BR><strong>18/05/2016&nbsp;JACQUES G&nbsp;:</STRONG>&nbsp;vu M. Cornil pour validation housse ci-dessous sur SLI 601 et entretien commercial avec M. de Santis : Acobal placé en prix malgré réactu Itec, + réactif, + assistance tech : voir CRV<BR><strong>12/05/2016&nbsp;JACQUES G&nbsp;:</STRONG>&nbsp;Cécile envoie l'offre CG 16/407 à M. de Santis pour la HZV320F-1250x1050x2000mm à 2.563 €/h<BR><strong>11/05/2016 JACQUES G : </STRONG>demande de housses échantillon à Claire pour essai S20<BR><strong>10/05/2016&nbsp;JACQUES G&nbsp;:</STRONG>&nbsp;appel de M. de Santis : énervé contre Itec dont la dernière offre qu'il vient de recevoir est plus chère que notre offre en V320 et qui propose de baisser la qualité de ses housses si Arcelor veut qu'il s'aligne : tél à&nbsp;M. Cornil pour les modalités d'envoi de housses&nbsp;d'essai en V320 pour valider techniquement<BR><strong>29/04/2016&nbsp;JACQUES G&nbsp;:</STRONG>&nbsp;pas encore reçu la contre-offre de Cortec : rappeler 13/05<BR><strong>01/03/2016&nbsp;JACQUES G&nbsp;:</STRONG>&nbsp;j'ai tél à M. de Santis : selon nouvelles consignes Arcelor, doit consulter 3 fournisseurs pour toutes les réfs VCI : en cours : réponse fin mars : rappeler fin mars<BR><strong>29/02/2016&nbsp;JACQUES G&nbsp;:</STRONG>&nbsp;écrit mail à M. de Santis pour obtenir le feu vert pour des essais avec M. Cornil<BR><strong>23/02/2016&nbsp;JACQUES G&nbsp;:</STRONG>&nbsp;relance tél M. Cornil qui me demande de voir directement avec M. de Santis : volume de housses Cortec passe de 18 000 à 26 000 cette année&nbsp;<BR><strong>28/01/2016&nbsp;JACQUES G&nbsp;:</STRONG>&nbsp;relance tél M. Cornil : va s'en occuper<BR><strong>22/01/2016&nbsp;JACQUES G&nbsp;:</STRONG>&nbsp;relance tél M. Cornil pour savoir si OK pour protos grandes housses : pas eu le temps de voir avec ses achats : va les relancer début semaine prochaine : envoi d'un mail pour mémoire.<BR><strong>08/01/2016&nbsp;JACQUES G&nbsp;:</STRONG>&nbsp;visite / M. Cornil : point situation, contact avec nouveaux acheteurs en fait c'est M. de Santis qui remplace Mme Caudrelier, essais gaine VCI laize 200 mm / chevrons bois : OK : offre CA 16/013&nbsp;&nbsp; voir CRV<BR><strong>05/01/2016&nbsp;JACQUES G&nbsp;:</STRONG>&nbsp;pris rdv tél / M. Cornil et Mme Pichon le 08/01/2016 pour point début d'année&nbsp;- envoyé la dernière offre globale à M. Cornil pour faire avancer les dossiers en attendant la nouvelle organisation achats<BR><strong>24/12/2015&nbsp;JACQUES G&nbsp;:</STRONG>&nbsp;Mme Caudrelier part à la retraite : théoriquement remplacée par Mme Pichon mais pas confirmé<BR><strong>18/12/2015&nbsp;JACQUES G&nbsp;:</STRONG>&nbsp;Mme Caudrelier relancée par mail et M. Cornil prévenu de la démarche&nbsp;<BR><strong>14/12/2015&nbsp;CECILE G&nbsp;: </STRONG>offre globale dont nouveaux grades pour&nbsp;h 1620x1160x1800mm&nbsp;<BR><strong>13/11/2015&nbsp;JACQUES G&nbsp;:</STRONG>&nbsp;mail de M. Cornil pour une question sur des chevrons bois : Elodie prend en charge<BR><strong>10/11/2015&nbsp;JACQUES G&nbsp;:</STRONG>&nbsp;mail à M. Cornil pour les suites à donner à notre rencontre<BR><strong>09/11/2015 JACQUES G : </STRONG>mail à Mme Caudrelier pour la tenir au courant de notre étude technique avant envoi d'une offre réactualisée<BR><strong>04/11/2015&nbsp;JACQUES G&nbsp;:</STRONG>&nbsp;Mme Caudrelier accepte de me recevoir pour faire un point + 4 heures d'échange avec M. Cornil : faire offre produits + compétitifs dès connaissance des analyses housse ITEC<BR><strong>01/09/2014 JACQUES G :</STRONG> Line informe Frédérique qui m'informe d'un arrêt des commandes de housses 1620x1160x1800mm<BR>CA 2011 : 32 088 €&nbsp;&nbsp;&nbsp;&nbsp; 2012 : 42 509 €&nbsp; &nbsp;&nbsp; 2013 : 51 966 €&nbsp; &nbsp;&nbsp; 2014 : 17 806 €&nbsp;&nbsp;&nbsp;&nbsp; 2015 : 13 562 €&nbsp;&nbsp;&nbsp; 2016 : 18 516 €"
ARCE;
ARDE;
ARD;"<strong>01/12/2015&nbsp;JEAN-MICHEL B&nbsp;:</STRONG>&nbsp;mail et plaquette envoyé le 29/10/2015 pour demande de rdv à D.DUVILLARET<BR><BR>"
AREL;
ARE;
ARE;
ARG;
ARI;
ARN;
ARTU;"<strong>29/04/2015&nbsp;JACQUES G&nbsp;:</STRONG>&nbsp;visite JMBB et PYD<BR><strong>01/01/2015 JACQUES G :</STRONG> passage des sachets zip à T-1<BR><strong>11/06/2014 JACQUES G :</STRONG> visite JGL / Mme Nève et M. Drevet&nbsp; Tous les articles à T-1 au 01/07/2014, sauf les sachets zippés qui passeront à T-1 au 01/01/2015<BR><strong>21/04/2014 JACQUES G :</STRONG> JGL demande à Cécile de passer les&nbsp;sachets ZIP à T-1 au 01/01/2015<BR><strong>21/09/2010 JACQUES G :</STRONG> visite de JGL / M. Drevet pour point VCI : OK<BR><BR>2011 : 8 202&nbsp;€&nbsp;&nbsp;&nbsp;&nbsp; 2012 : 9 533 €&nbsp;&nbsp;&nbsp;&nbsp; 2013 : 12 475 €&nbsp;&nbsp;&nbsp;&nbsp; 2014 : 12 894 €&nbsp;&nbsp;&nbsp; 2015 : 11 441 €<BR><BR>"
ASCOMI;"<strong>07/07/2016&nbsp;JACQUES M&nbsp;:</STRONG>&nbsp;Rencontre sur place de JM et JL avec Christophe O'Byrne. Echanges fourni et intéressant&nbsp;- visite de l'atelier de conditionnement. Satisfaction générale et visite appréciée par le client. Attention maintenue sur&nbsp;la solvabilité. &nbsp;(Voir CRV du 7/7/2016)<BR><strong>15/04/2015&nbsp;JACQUES M&nbsp;:</STRONG>&nbsp;Bilan mitigé suite à rencontre JV / JL sur le site en absence de M. O' Byrne. Le film moins glissant n'apporte rien de mieux. Le défaut serait ailleurs. Cf CRV à venir&nbsp;<BR><BR>"
ASN;
AST;
ATCA;
AMGT;Sous-traitant de Staubli
ATB;"<strong>03/07/2017 JEAN-MICHEL B</strong>&nbsp;: contact tel avec M GROSSENBACH refaire une offre franco avec la référence qui a déjà été livrée (1270x880x1550) en Valeno 450<br />
<br />
&nbsp;"
AMI;"<strong>11/01/2016&nbsp;JEAN-MICHEL B&nbsp;:</STRONG>&nbsp;contact téléphonique avec MR BUSCHMAN, ras pas de visite demandée<BR>Notre key guy : M. Karam à Bogny<BR>Appartient au groupe AMI avec Ateliers des Janves<BR>Bogny&nbsp;forge des biellles, Vouziers en usine une partie (distance : 65 km).&nbsp;"
ATE;"<BR>CA 2011 : 1 199 €&nbsp;&nbsp;&nbsp; 2012 : 988 €&nbsp;&nbsp;&nbsp; 2013 : 0 €&nbsp;&nbsp;&nbsp; 2014 : 311 €&nbsp;&nbsp;&nbsp; 2015 : 1 211 €"
AMH;"<strong>26/04/2017 JEAN-MICHEL B</strong>&nbsp;: Visite réalisé le25/04/2017 avec le nouveau respopnsable achats et logistique Laurent ADAM voir cr<br />
<br />
10/07/2012 : a signalé par tél à JGL qu'ils avaient des soucis de corrosion - probablement dus à la fermeture trop rapide des cartons sortie MAL solvants pétroliers chaud."
AMB;"<strong>17/05/2017 JACQUES G</strong>&nbsp;:&nbsp;vu M. Meillat fils pour premier contact rapide&nbsp;: prendre rdv pour présentation Acobal : voir CRV<br />
<strong>06/10/2016 PATRICK D :</strong> offre pour des sachets zippés 100 x 100 mm<br />
<br />
CA 2014 : 560 €&nbsp;&nbsp;&nbsp; 2015 : 1 270 €&nbsp;&nbsp;&nbsp; 2016 : 0 €"
AMM;ST STAUBLI
ALT;
ATO;
ATS;
ATG;
AUM;
APB.;
AIS;: envoyé 
AVIO;
AWF;"<strong>20/11/2017 JACQUES G</strong>&nbsp;:&nbsp;demande des consignes d'utilisation des VCI : n'ont toujours pas payé la facture en souffrance<br />
<strong>22/08/2017 JACQUES G</strong>&nbsp;:&nbsp;Géraldine relance cette société pour un impayé de 373,73 € échu le 29/05/2017<br />
<br />
exercice 2015 en perte selon Société.com<br />
<br />
CA 2013 : 311 €&nbsp;&nbsp;&nbsp; 2014 : 0 €&nbsp;&nbsp;&nbsp; 2015 : 311 € &nbsp;&nbsp; 2016 : 0 €&nbsp;&nbsp;&nbsp; 2017 : 311 €<br />
<br />
&nbsp;"
AXL;"<strong>05/04/2016&nbsp;JACQUES M&nbsp;:</STRONG>&nbsp;Envoi à Monsieur Pinel = Responsable méthodes industrialisation = les équivalents épaisseur des grades des films renforcés avec fiche technique et&nbsp;fiche&nbsp;des mesures mécaniques <BR><strong>25/03/2016&nbsp;JEROME V&nbsp;:</STRONG>&nbsp;A la demande de Mme Busselet, fourniture sur place par Jérôme, des échantillons des sacs et housse dans les nouveaux grades proposés dans notre offre du 15/02<BR><strong>15/02/2016 JACQUES M: </STRONG>Envoi de notre projet de prix à Mme Busselet&nbsp;(Voir Annexe : Axletech proposition fév. 2016)&nbsp;<BR><strong>10/02/2016 JACQUES M: </STRONG>Rencontre avec Mme Busselet à sa demande pour répondre à des attaques concurrentes (Voir CRV 10 02 2016&nbsp;dans Rapport et Compte-rendus)<BR><strong>11/05/2015&nbsp;JEROME V&nbsp;:</STRONG>&nbsp;Thierry Jublot nous a contacté Jeudi 7/05 pour question. Afin de reprendre contact avec le client et voir les évolutions de l'usine, JV propose une rencontre dès le lundi 11/05 car projet urgent. AxleTech doit expédier des ponts dont l'extrémité doit être protégée par un sac VCI. Les sacs utilisés pour les autres applis ne conviennent pas. JV va sur place avec gaine de laize 1000 mm car diamètre de 600 mm de l'extrémité. Dimension finalisée sur place pour le sac 1000 x 1550 mm. Des ponts doivent partir le 19/05. Vu l'urgence, JV propose l'envoi de 30 sacs échantillons pour protéger ces ponts et valider les dimensions (3 tailles de ponts mais diamètre des extrémités identique). Sacs commandés immédiatement en Pologne et expédiés le 12/05/2015 pour livraison le 19/05 max. Sacs livrés en tant qu'échantillons pour&nbsp;dépanner le client. Cette proposition d'Acobal a été fortement appréciée car le client pourra fonctionner malgré l'urgence (surtout avec les ponts de Mai, T.&nbsp;Jublot était assez inquiet sur la possibilité de les dépanner).&nbsp;<BR><BR><strong><U>Informations sur situation AxleTech</U></STRONG> : plus de problèmes de corrosion depuis dernière intervention de Acobal. Depuis le site de la PR a été rapatrié sur le site principal. Depuis 2 à 3 ans, AxleTech chôme régulièrement. Le CA a chuté d'un facteur 3 suite aux fortes baisses de ventes des véhicules des armées (baisse des crédits des armées) et AxleTech n'arrive pas à être plus présent sur le civil. <BR>"
AXON;
BAC;"<strong>01/12/2015&nbsp;JEAN-MICHEL B&nbsp;:</strong>&nbsp;Mail envoyé pour demande de rdv le 13/10/2015 à Florian MICHELET<br />
<strong>22/10/2015&nbsp;JACQUES G&nbsp;:</strong>&nbsp;font réaliser une partie de leurs achats par AEDS Dreux<br />
<strong>13/10/2015&nbsp;JEAN-MICHEL B&nbsp;:</strong>&nbsp;contact téléphonique le 13/10/2015, Florian MICHELET remplace Mélanie DRESH , pas de demande particulière, nos produits sont imposés par Bugatti<br />
<br />
AEDS gère : AEds Distribution Service 28 Dreux 15p (distribution) ; Baccarat Pécision 54 Baccarat 53p (usinages roues pistons freins) ; AEds Technologie 51 Witry 27p (fabrication réservoirs aéro) ; BD 74 Bonneville 12p (fixations décolletées) ; BD 83 Soliès Pont 26p (fixations matricées) ; AEds Hydro Méca 94 Fontenay sous Bois 36p (usinage au micron)<br />
<br />
&nbsp;"
BAM;
BAT;"<strong>07/10/2015&nbsp;JEAN-MICHEL B&nbsp;:</STRONG>&nbsp;Contact téléphonique avec MME BURKHARDT, plus de besoin actuellement mail envoyé<BR><BR>"
BAUD;"<strong>24/02/2017 JEAN-MICHEL B</strong>&nbsp;:&nbsp;ite effectuée le 23/02/2017 à la demande de C.OLIVIER voir cr<br />
<br />
<strong>24/02/2017 JEAN-MICHEL B</strong>&nbsp;:&nbsp;vis<br />
<br />
<strong>02/10/2015&nbsp;JEAN-MICHEL B&nbsp;:</strong>&nbsp;visite effectuée le 30/09/2015 voir CR<br />
<br />
<strong>07/07/2015&nbsp;JEAN-MICHEL B&nbsp;:</strong>&nbsp;Réunion téléphonique le 07/07/2015 avec Jocelyn JEANMICHEL, la commande relative à l'appel d'offre CG 15 404 (12000 housses en Valeno 320 dimensions 320X210X450 sera passée cette semaine. RDV prévu en septembre sur le site de SIROD.<br />
<br />
<strong>22/06/2015&nbsp;JACQUES G&nbsp;:</strong>&nbsp;2 autres sites<br />
&nbsp;"
BAXI;
BBA;
BC;
BECH;
BEC;"<strong>27/03/2017 JACQUES G</strong>&nbsp;:&nbsp;tél Mme Muller : son chef est parti et sa collègue est en formation : pas le temps : tél plus tard<br />
<strong>Sept 2015 JACQUES G</strong>&nbsp;&nbsp;&nbsp;&nbsp; :&nbsp;tél Mme Muller suite départ Mme Agneray : vient d'arriver : pas le temps tél plus tard&nbsp;<br />
<br />
CA 2012 : 5 326 €&nbsp;&nbsp; 2013 : 4 090 €&nbsp;&nbsp;&nbsp; 2014 : 3 164 €&nbsp;&nbsp;&nbsp; 2015 : 2 656 €&nbsp;&nbsp;&nbsp; 2016 : 2 401 €"
BEDE;
BERA;"<strong>03/07/2017 JEAN-MICHEL B</strong>&nbsp;: entretien avec M SCIROVIC prendre rdv en sept 2017<br />
<br />
<strong>14/03/2017 CECILE G</strong>&nbsp;:&nbsp;Nouvelle offre pour la housse HOFE566301 (Baisse de 2.3% - Idem prix PCI)<br />
<br />
<strong>az12/05/2016&nbsp;CECILE G&nbsp;:</strong>&nbsp;En tant que sous-traitant Staubli, baisse de 6% (idem tarif Staubli de mars 2016) pour la housse HOFE566301 (950x860x1475mm V510) - Offre CG 16-408<br />
<br />
<strong>14/12/2015&nbsp;JEAN-MICHEL B&nbsp;:</strong>&nbsp;Contact téléphonique avec M. SCIROVIC MAIL envoyé pour demande de rdv<br />
<br />
ST de STAUBLI"
BETE;
BETR;
BIEREN;
BIL;
BOC;
JOG;"<strong>13/09/2017 JACQUES G</strong>&nbsp;:&nbsp;cde sachets<br />
<br />
&nbsp;"
BODY;"<strong>07/11/2017 JACQUES G</strong>&nbsp;:&nbsp;appel de Mme Ait Ani pour connaître le temps maxi avant fermeture des sachets VCI : aller les voir pour faire un point<br />
<strong>23/08/2017 JACQUES G</strong>&nbsp;:&nbsp;personne ne décroche : rappeler ultérieurement<br />
<strong>21/07/2017 JACQUES G</strong>&nbsp;:&nbsp;travaillent pour Manoir Engrenages : aller les voir pour cela<br />
<strong>23/06/2017 JACQUES G</strong>&nbsp;:&nbsp;tél à Mme Dessimond : en congés : rappeler à la rentrée<br />
<br />
<br />
CA 2012 : 1 149 €&nbsp;&nbsp;&nbsp; 2013 : 1 149 €&nbsp;&nbsp;&nbsp; 2014 : 1 747 €&nbsp;&nbsp;&nbsp; 2015 : 1 758 €&nbsp;&nbsp;&nbsp; 2016 : 1 165 €"
BWA;"<strong>30/03/2017 JACQUES G</strong>&nbsp;:&nbsp;M. Rocher remplace Mme Metrope aux achats<br />
<br />
CA 2015 : 1 575 €&nbsp;&nbsp;&nbsp;&nbsp; 2016 : 3 360 €<br />
<br />
&nbsp;"
BORG;
BOSCH;
BOSC;
BOSO;"<strong>27/01/2016&nbsp;ANTHONY VZ&nbsp;:</STRONG>&nbsp;Meeting with Evy Deprez<BR><BR><!--StartFragment-->
<P class=MsoNormal style=""MARGIN: 0cm 0cm 0pt""><SPAN lang=EN-US><FONT size=3><FONT face=Cambria>Poclain provides about 30% of their total business. Sales in 2015 were sluggish, as export to US has dropped. Forecast for 2016 is positive, due to more sales to France. Bo-Solutions is a preferred supplier of Poclain and gets to quote first hand. The conversion rate in that case is almost 80%. <?xml:namespace prefix = ""o"" ns = ""urn:schemas-microsoft-com:office:office"" /><o:p></o:p></FONT></FONT></SPAN></P>
<P class=MsoNormal style=""MARGIN: 0cm 0cm 0pt""><SPAN lang=EN-US><o:p><FONT size=3 face=Cambria>&nbsp;</FONT></o:p></SPAN></P>
<P class=MsoNormal style=""MARGIN: 0cm 0cm 0pt""><SPAN lang=EN-US><FONT size=3><FONT face=Cambria>Other clients are: Qynetic (aerospace), Duracell (fine mechanics), Jan van Nul (small series).<o:p></o:p></FONT></FONT></SPAN></P>
<P class=MsoNormal style=""MARGIN: 0cm 0cm 0pt""><SPAN lang=EN-US><o:p><FONT size=3 face=Cambria>&nbsp;</FONT></o:p></SPAN></P>
<P class=MsoNormal style=""MARGIN: 0cm 0cm 0pt""><SPAN lang=EN-US><FONT size=3><FONT face=Cambria>Main suppliers of cast and froged iron are: SPX (Poland) and Alidor Claeys.<o:p></o:p></FONT></FONT></SPAN></P>
<P class=MsoNormal style=""MARGIN: 0cm 0cm 0pt""><SPAN lang=EN-US><o:p><FONT size=3 face=Cambria>&nbsp;</FONT></o:p></SPAN></P>
<P class=MsoNormal style=""MARGIN: 0cm 0cm 0pt""><SPAN lang=EN-US><FONT size=3><FONT face=Cambria>During the factory floor inspection corrosion was found on oarts coming from:<o:p></o:p></FONT></FONT></SPAN></P>
<P class=MsoNormal style=""MARGIN: 0cm 0cm 0pt""><SPAN lang=EN-US><FONT size=3><FONT face=Cambria>Brousseval: bags were not well closed, no external buffering against piercing.<o:p></o:p></FONT></FONT></SPAN></P>
<P class=MsoNormal style=""MARGIN: 0cm 0cm 0pt""><SPAN lang=EN-US><FONT face=Cambria><FONT size=3>Grandry (Poclain foundry):<SPAN style=""mso-spacerun: yes"">&nbsp; </SPAN></FONT><FONT size=3>bags were not well closed, no external buffering against piercing.<o:p></o:p></FONT></FONT></SPAN></P>
<P class=MsoNormal style=""MARGIN: 0cm 0cm 0pt""><SPAN lang=EN-US><FONT size=3><FONT face=Cambria>Information was passed on to ES to take charge.<o:p></o:p></FONT></FONT></SPAN></P>
<P class=MsoNormal style=""MARGIN: 0cm 0cm 0pt""><SPAN lang=EN-US><o:p><FONT size=3 face=Cambria>&nbsp;</FONT></o:p></SPAN></P>
<P class=MsoNormal style=""MARGIN: 0cm 0cm 0pt""><SPAN lang=EN-US><FONT size=3><FONT face=Cambria>Process issues: rainwater is used to fill the baths, RO installation is highly recommended!<o:p></o:p></FONT></FONT></SPAN></P>
<P class=MsoNormal style=""MARGIN: 0cm 0cm 0pt""><SPAN lang=EN-US><o:p><FONT size=3 face=Cambria>&nbsp;</FONT></o:p></SPAN></P>
<P class=MsoNormal style=""MARGIN: 0cm 0cm 0pt""><SPAN lang=EN-US><FONT size=3><FONT face=Cambria>Future projects:<o:p></o:p></FONT></FONT></SPAN></P>
<P class=MsoNormal style=""MARGIN: 0cm 0cm 0pt""><SPAN lang=EN-US><FONT size=3><FONT face=Cambria>Bo-Solutions will invest in more grinding machines, as demand is picking up in this area. <o:p></o:p></FONT></FONT></SPAN></P>
<P class=MsoNormal style=""MARGIN: 0cm 0cm 0pt""><SPAN lang=EN-US><o:p><FONT size=3 face=Cambria>&nbsp;</FONT></o:p></SPAN></P>
<P class=MsoNormal style=""MARGIN: 0cm 0cm 0pt""><SPAN lang=EN-US><FONT size=3><FONT face=Cambria>Proposed products ZE:<o:p></o:p></FONT></FONT></SPAN></P>
<P class=MsoNormal style=""MARGIN: 0cm 0cm 0pt""><SPAN lang=EN-US><FONT size=3 face=Cambria>VCI canal board for shipments to Poclain. Sample was handed over on 03/02/16</FONT><o:p></o:p></SPAN></P><BR><BR><BR><BR><BR><BR>Sous-traitant de Poclain Hydraulics Verberie<BR>15/07/2014 : JGL : appliquer le tarif en vigueur de Poclain Hydraulics en fonction des quantités commandées"
CUV;
BOUT;18/03/2009 : visite de JGL pour un tour d'atelier et une information VCI / M. Monchaux<BR>03/06/2010 : visite de ES + JGL sur réclamation corrosion pièces alu voir rapport visite ES
BOU;"<strong>19/06/2017 JACQUES G</STRONG>&nbsp;:&nbsp;selon article UN : font partie du groupe WEARE, comme COMEFOR 42 Roche Molière<BR><strong>24/01/2017 CECILE G</STRONG>&nbsp;:&nbsp;Nouvelle offre CG17-066 pour cde ouverte avec tarif préférentiel sur galia A16 et A9 uniquement.&nbsp; Prix tarif sur les autres réf.<BR><strong>05/11/2015&nbsp;ELODIE S&nbsp;:</STRONG>&nbsp;visite de Mr Merlet . Présentation des VCI + des produits de notre gamme<BR><BR>CA 2011 :&nbsp;4 270 €&nbsp;&nbsp;&nbsp; 2012 :&nbsp;1 486 €&nbsp;&nbsp;&nbsp;&nbsp;2013 : 3 750&nbsp;€ &nbsp;&nbsp; 2014 : 4 787 €&nbsp;&nbsp;&nbsp;&nbsp;2015 : 3 316 €&nbsp;&nbsp;&nbsp; 2016 : 5 630 €<BR>&nbsp;"
